2018.01.19_07.34.41,-8.388217,51.9356,0,B,3,3G,-99,-12,19,12,-79,372,46512,294,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.42,-8.388217,51.9356,0,B,3,3G,-99,-12,19,15,-75,963,120384,346,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.43,-8.388217,51.9356,0,B,3,3G,-92,-11,18,15,-79,650,81280,446,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.44,-8.388217,51.9356,0,B,3,3G,-92,-11,18,15,-79,843,105336,552,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.45,-8.388217,51.9356,0,B,3,3G,-95,-12,22,15,-79,919,114912,396,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.46,-8.388217,51.9356,0,B,3,3G,-95,-12,22,15,-79,733,91656,377,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.47,-8.388217,51.9356,0,B,3,3G,-93,-12,21,15,-76,547,68400,433,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.48,-8.388217,51.9356,0,B,3,3G,-93,-12,21,15,-76,530,66232,545,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.50,-8.388217,51.9356,0,B,3,3G,-97,-12,21,14,-80,1040,129960,1055,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.51,-8.388217,51.9356,0,B,3,3G,-97,-12,21,15,-78,941,117648,860,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.52,-8.388217,51.9356,0,B,3,3G,-92,-12,19,12,-71,1000,125056,825,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.53,-8.388217,51.9356,0,B,3,3G,-92,-12,19,12,-71,1051,131328,767,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.54,-8.388217,51.9356,0,B,3,3G,-89,-11,21,12,-71,941,117648,786,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.55,-8.388217,51.9356,0,B,3,3G,-89,-11,21,15,-74,1051,131328,1079,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.56,-8.388217,51.9356,0,B,3,3G,-91,-11,24,15,-,1263,157888,1035,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.57,-8.388217,51.9356,0,B,3,3G,-91,-11,24,15,-73,755,94392,1097,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.58,-8.388217,51.9356,0,B,3,3G,-92,-11,24,15,-75,679,84816,1152,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.59,-8.388217,51.9356,0,B,3,3G,-92,-11,24,15,-72,131,16384,999,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.00,-8.388217,51.9356,0,B,3,3G,-89,-11,21,15,-72,1384,172968,807,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.02,-8.388217,51.9356,0,B,3,3G,-89,-11,21,15,-69,777,97128,1049,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.03,-8.388217,51.9356,0,B,3,3G,-89,-11,21,15,-72,569,71136,1154,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.04,-8.388217,51.9356,0,B,3,3G,-89,-11,21,12,-66,711,88920,1176,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.05,-8.388217,51.9356,0,B,3,3G,-83,-12,24,12,-68,552,68968,1164,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.06,-8.388217,51.9356,0,B,3,3G,-83,-12,24,12,-68,657,82080,556,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.07,-8.388217,51.9356,0,B,3,3G,-84,-11,22,12,-75,657,82080,505,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.08,-8.388217,51.9356,0,B,3,3G,-84,-11,22,12,-75,580,72504,744,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.09,-8.388217,51.9356,0,B,3,3G,-93,-12,19,12,-75,350,43776,294,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.10,-8.388217,51.9356,0,B,3,3G,-93,-12,19,12,-73,405,50616,377,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.11,-8.388217,51.9356,0,B,3,3G,-91,-12,14,12,-73,482,60192,453,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.12,-8.388217,51.9356,0,B,3,3G,-91,-12,14,11,-79,256,32032,451,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.35.14,-8.388217,51.9356,0,B,3,3G,-93,-11,17,15,-76,482,60192,652,D,-,-,-8.398621,51.924689,1407.42
